student_id,gender,course,study_hours,class_attendance,internet_access,sleep_hours,sleep_quality,study_method,facility_rating,exam_difficulty,exam_score,saw_score,saw_score_100
40,other,bba,1.0,0.5,1.0,0.7,0.5,0.1,0.0,1.0,65.8,0.74359,74.359
41,other,diploma,0.8,0.5,1.0,0.7,0.5,0.5,0.5,0.5,67.6,0.6554300000000001,65.543
42,male,diploma,0.8,1.0,1.0,0.5,0.0,1.0,1.0,0.0,99.3,0.7297500000000001,72.97500000000001
43,other,b.com,0.2,0.2,1.0,1.0,1.0,0.1,1.0,1.0,33.6,0.30809000000000003,30.809000000000005
44,male,bca,0.2,0.2,1.0,1.0,0.0,0.2,0.5,0.5,35.5,0.2495,24.95
45,other,b.sc,0.2,0.5,1.0,0.5,0.5,0.2,0.5,0.5,42.8,0.28302,28.302
46,male,b.sc,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,100.0,0.8555499999999999,85.55499999999999
47,male,b.com,0.2,0.2,1.0,1.0,1.0,0.2,1.0,1.0,50.4,0.31260000000000004,31.260000000000005
48,other,b.tech,1.0,0.5,1.0,0.2,1.0,0.1,1.0,0.5,74.0,0.7545400000000001,75.45400000000001
49,female,b.sc,0.2,0.5,1.0,0.5,0.0,0.5,1.0,0.5,30.9,0.29055,29.054999999999996
50,male,bca,1.0,0.8,1.0,0.5,0.0,0.5,0.0,0.5,75.9,0.7674200000000001,76.742
51,male,bca,0.8,0.5,1.0,0.7,0.0,0.5,0.0,1.0,75.3,0.62553,62.553000000000004
52,male,b.com,1.0,0.2,1.0,1.0,1.0,0.2,0.0,0.0,88.7,0.7308,73.08
53,male,b.com,0.8,0.2,1.0,0.5,1.0,0.2,0.0,0.5,73.6,0.5878500000000001,58.78500000000001
54,other,b.com,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5,76.8,0.8398,83.98
55,male,b.tech,0.8,0.8,0.0,1.0,0.5,0.1,0.0,0.5,64.9,0.68383,68.38300000000001
56,male,b.sc,0.5,0.5,1.0,1.0,1.0,0.5,1.0,1.0,47.2,0.54525,54.525
57,other,diploma,1.0,0.8,1.0,0.5,0.0,0.2,0.0,0.0,78.1,0.7477900000000001,74.77900000000001
58,other,bba,0.8,0.5,1.0,1.0,0.5,0.5,0.5,0.5,77.8,0.6758000000000001,67.58000000000001
59,male,bba,0.2,1.0,0.0,0.7,0.5,0.5,1.0,0.5,66.9,0.39718000000000003,39.718
60,female,b.sc,0.5,0.8,0.0,1.0,1.0,0.0,0.5,0.5,70.5,0.54267,54.266999999999996
61,female,bca,0.8,0.2,1.0,0.2,0.5,0.1,0.5,0.5,57.2,0.5569700000000001,55.69700000000001
62,female,b.sc,1.0,0.2,1.0,0.5,0.5,0.5,0.5,0.5,75.5,0.7104800000000001,71.04800000000002
63,male,diploma,1.0,0.2,1.0,0.5,1.0,0.0,0.0,1.0,62.8,0.70003,70.003
64,other,ba,0.5,0.2,1.0,0.7,0.5,0.1,1.0,0.5,31.7,0.43327000000000004,43.327000000000005
65,other,b.com,0.8,0.5,1.0,1.0,1.0,0.0,0.0,0.0,70.3,0.65315,65.315
66,other,bca,0.2,0.2,1.0,0.7,0.0,0.5,0.0,0.5,19.599,0.22766,22.766000000000002
67,other,b.com,0.5,0.8,1.0,0.5,0.5,0.5,0.0,0.5,54.0,0.5006700000000001,50.06700000000001
68,male,b.sc,1.0,0.5,1.0,0.7,1.0,0.0,1.0,0.5,61.0,0.78398,78.398
69,female,bba,0.2,0.2,1.0,0.7,0.5,0.1,0.5,0.5,35.1,0.24562,24.562
70,other,bca,0.5,0.2,1.0,0.7,1.0,0.5,0.0,1.0,57.5,0.44841000000000003,44.841
71,female,bba,0.2,0.2,0.0,0.5,1.0,1.0,1.0,1.0,26.4,0.30933,30.933
72,other,ba,0.2,0.5,1.0,0.7,0.0,0.0,1.0,0.5,45.3,0.28158000000000005,28.158000000000005
73,female,b.com,0.2,0.8,0.0,1.0,1.0,0.1,1.0,1.0,46.9,0.39563000000000004,39.563
74,other,b.com,0.2,0.5,1.0,0.7,0.0,0.0,0.5,0.0,37.1,0.26048000000000004,26.048000000000005
75,other,diploma,0.5,0.2,1.0,0.5,0.5,0.5,1.0,0.5,54.0,0.43773,43.773
76,female,b.com,1.0,1.0,1.0,0.5,0.0,0.5,0.0,0.5,78.8,0.7984000000000001,79.84000000000002
77,other,diploma,0.2,0.5,1.0,0.7,0.0,0.5,0.0,0.5,49.9,0.27413000000000004,27.413000000000004
78,female,b.sc,1.0,0.5,1.0,0.7,0.0,0.1,0.0,0.0,76.9,0.71039,71.039
79,male,b.sc,0.8,0.5,1.0,0.7,0.5,0.1,1.0,0.5,54.4,0.65239,65.239
80,female,b.com,0.2,0.2,1.0,0.5,0.0,1.0,0.5,0.5,28.3,0.25163,25.163000000000004
81,other,b.tech,0.5,0.8,1.0,1.0,1.0,0.0,0.5,0.5,53.1,0.5480700000000001,54.807
82,male,diploma,0.2,0.8,1.0,1.0,1.0,0.5,1.0,0.5,75.6,0.41297000000000006,41.297000000000004
83,male,b.com,1.0,0.2,0.0,0.5,0.5,0.2,0.0,0.0,57.5,0.6704500000000001,67.04500000000002
84,female,b.tech,0.8,0.2,1.0,0.2,0.5,0.5,1.0,0.5,59.8,0.59001,59.001000000000005
85,female,bba,0.5,0.5,1.0,0.5,1.0,0.2,0.5,1.0,51.3,0.48277000000000003,48.277
86,female,diploma,0.2,0.5,1.0,0.5,0.5,0.0,0.0,0.5,23.9,0.259,25.900000000000002
87,female,diploma,0.2,1.0,1.0,1.0,0.0,0.2,1.0,0.5,48.1,0.38842000000000004,38.842000000000006
88,female,b.tech,0.8,0.5,1.0,0.2,0.5,0.0,1.0,1.0,65.3,0.6200300000000001,62.00300000000001
89,male,bca,0.2,1.0,1.0,1.0,1.0,0.1,0.0,0.5,56.6,0.39591000000000004,39.591
90,male,b.com,0.8,0.2,1.0,1.0,1.0,1.0,1.0,1.0,79.5,0.6939799999999999,69.398
91,other,bca,0.8,0.5,1.0,1.0,0.0,0.0,1.0,1.0,79.9,0.65335,65.335
92,female,bba,0.8,0.2,0.0,1.0,0.5,0.0,0.0,0.0,65.8,0.58028,58.028
93,other,bca,0.2,1.0,1.0,0.2,1.0,0.0,1.0,0.5,61.1,0.36708,36.708
94,female,bca,0.5,0.5,1.0,0.7,1.0,0.1,0.0,1.0,65.8,0.47684000000000004,47.684000000000005
95,male,diploma,0.5,0.8,0.0,0.5,0.5,0.1,0.0,1.0,49.0,0.48333000000000004,48.333000000000006
96,female,b.sc,1.0,0.2,1.0,1.0,0.5,0.2,1.0,0.5,66.3,0.7459,74.59
97,other,bca,0.5,0.5,1.0,0.7,1.0,0.5,1.0,0.5,63.9,0.51878,51.878
98,other,b.tech,0.5,0.5,1.0,0.7,0.0,1.0,1.0,1.0,49.5,0.50543,50.543000000000006
99,male,diploma,0.2,0.2,1.0,0.7,0.0,0.1,0.5,0.5,40.0,0.22462000000000001,22.462
100,other,bba,0.8,0.8,1.0,0.7,0.0,0.5,0.5,1.0,78.7,0.687,68.7
101,female,b.sc,0.8,0.5,1.0,0.7,1.0,0.0,0.5,1.0,61.4,0.65998,65.998
102,male,b.com,0.8,0.5,0.0,0.2,0.0,0.1,1.0,0.5,69.6,0.5920400000000001,59.204000000000015
103,female,diploma,0.8,0.5,1.0,0.7,0.0,1.0,0.0,0.5,71.9,0.64198,64.198
104,male,bba,1.0,0.8,1.0,0.7,0.0,0.2,0.5,0.5,88.5,0.78247,78.247
105,male,b.sc,1.0,0.2,1.0,0.2,1.0,0.1,0.0,0.5,63.8,0.6780700000000001,67.807
106,other,bca,0.5,0.5,1.0,0.5,0.0,0.5,0.0,0.0,37.1,0.4271,42.71
107,other,bca,0.2,1.0,1.0,1.0,0.0,0.5,1.0,0.0,51.1,0.39585000000000004,39.585
108,female,b.tech,1.0,0.2,1.0,0.7,0.5,1.0,0.0,0.0,91.3,0.72551,72.551
109,other,b.sc,0.8,1.0,1.0,1.0,0.0,1.0,1.0,0.5,95.2,0.7698,76.98
110,other,bca,1.0,1.0,1.0,1.0,0.0,0.2,0.0,1.0,74.3,0.82492,82.492
111,female,b.com,0.5,0.2,0.0,0.2,1.0,0.5,1.0,1.0,64.0,0.43906,43.906
112,male,b.tech,1.0,0.2,1.0,0.7,0.5,0.5,1.0,0.5,79.6,0.7390599999999999,73.90599999999999
113,female,bba,0.2,0.8,1.0,1.0,1.0,1.0,0.0,1.0,51.8,0.41162000000000004,41.162000000000006
114,male,diploma,0.8,1.0,1.0,0.2,1.0,0.0,0.0,0.5,74.4,0.6823800000000001,68.23800000000001
115,other,ba,0.5,0.2,1.0,0.7,1.0,0.2,1.0,1.0,69.9,0.46488,46.488
116,female,diploma,0.2,1.0,1.0,0.5,0.0,1.0,1.0,0.5,26.5,0.39055,39.055
117,other,b.tech,0.2,0.2,1.0,1.0,0.5,0.5,0.5,0.5,45.5,0.28403,28.403
118,other,bba,0.2,0.5,1.0,0.7,0.0,0.5,0.5,1.0,57.0,0.29523000000000005,29.523000000000003
119,female,bba,0.2,1.0,1.0,1.0,1.0,0.0,0.5,1.0,52.8,0.41250000000000003,41.25
120,other,diploma,1.0,0.2,1.0,0.5,0.5,0.5,0.5,0.5,93.1,0.7104800000000001,71.04800000000002
121,other,ba,1.0,0.8,1.0,0.7,1.0,0.2,0.5,0.5,100.0,0.82447,82.447
122,other,bca,1.0,0.2,1.0,0.2,0.0,0.0,0.5,0.5,81.6,0.64656,64.656
123,male,b.sc,1.0,0.5,1.0,0.7,0.0,0.5,1.0,0.5,100.0,0.76453,76.453
124,female,b.tech,1.0,1.0,1.0,1.0,0.5,0.5,0.0,0.5,100.0,0.85335,85.33500000000001
125,other,bca,1.0,0.2,1.0,0.2,0.0,0.5,0.5,0.5,76.9,0.6691100000000001,66.91100000000002
126,other,b.tech,0.2,0.8,1.0,0.5,1.0,0.2,0.0,0.0,51.9,0.32939,32.939
127,female,diploma,0.5,1.0,1.0,0.2,1.0,1.0,0.0,0.5,51.0,0.55483,55.483000000000004
128,male,b.tech,1.0,0.8,1.0,0.5,0.5,0.1,1.0,0.0,71.1,0.7942800000000001,79.42800000000001
129,male,bba,0.5,1.0,1.0,0.7,1.0,0.1,0.0,0.5,86.9,0.54819,54.818999999999996
130,female,ba,0.8,1.0,1.0,0.5,0.0,0.0,1.0,0.5,67.4,0.6907500000000001,69.075
131,female,bba,0.8,0.2,1.0,1.0,1.0,0.5,0.0,0.5,76.3,0.6353300000000001,63.53300000000001
132,other,bba,0.5,0.8,1.0,0.5,0.0,0.0,1.0,1.0,40.7,0.49322000000000005,49.322
133,male,ba,0.5,0.5,1.0,0.5,0.0,0.0,0.5,0.5,19.599,0.42565000000000003,42.565000000000005
134,female,ba,0.8,0.8,1.0,0.5,1.0,0.2,0.5,0.0,71.9,0.6896900000000001,68.96900000000001
135,male,ba,0.8,0.8,1.0,0.7,0.5,0.1,0.5,0.5,56.6,0.68386,68.386
136,other,bba,0.5,0.2,1.0,0.5,0.5,1.0,0.0,0.5,64.9,0.43028,43.028
137,male,bba,0.8,0.8,1.0,1.0,0.0,0.5,0.0,1.0,65.6,0.69237,69.23700000000001
138,male,ba,0.5,0.5,0.0,0.5,0.0,0.5,0.5,0.5,49.0,0.4428,44.28
139,male,b.com,0.5,0.8,1.0,0.2,1.0,0.0,0.0,1.0,53.7,0.48485,48.485
140,male,b.tech,0.8,0.5,1.0,1.0,1.0,0.5,0.0,0.5,72.2,0.6818000000000001,68.18
141,female,bca,0.5,0.5,0.0,0.5,1.0,0.1,1.0,1.0,65.4,0.48786,48.786
142,female,b.sc,1.0,0.8,1.0,0.7,1.0,0.0,0.0,0.5,83.3,0.80045,80.045
143,female,ba,0.5,0.5,0.0,0.7,0.0,0.0,0.5,1.0,41.8,0.43993000000000004,43.993
144,other,diploma,1.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,69.4,0.8247,82.47
145,female,bca,1.0,0.8,1.0,0.5,0.5,0.1,1.0,0.5,75.4,0.8003800000000001,80.03800000000001
146,male,b.com,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,66.9,0.82625,82.625
147,female,ba,1.0,0.8,0.0,0.7,1.0,0.2,1.0,1.0,100.0,0.84017,84.017
148,other,b.com,0.8,1.0,1.0,1.0,0.5,0.1,0.5,1.0,70.7,0.74131,74.131
149,female,bba,0.8,0.2,1.0,0.2,0.5,0.2,0.5,1.0,34.3,0.5675800000000001,56.75800000000001
150,male,b.sc,0.8,0.8,1.0,0.2,1.0,1.0,1.0,0.0,83.7,0.7204,72.04
151,other,diploma,0.2,0.2,1.0,0.2,0.0,0.5,1.0,1.0,29.2,0.22981000000000004,22.981000000000005
152,other,diploma,0.2,0.5,1.0,1.0,1.0,0.0,0.5,1.0,60.9,0.33505,33.505
153,male,b.com,0.2,1.0,1.0,0.5,0.5,0.2,0.5,0.5,36.3,0.36047,36.047000000000004
154,female,b.sc,0.8,0.8,1.0,0.5,0.5,0.0,0.5,0.5,69.1,0.6657700000000001,66.57700000000001
155,female,ba,0.2,0.8,1.0,1.0,0.5,0.2,0.0,0.5,63.5,0.34844,34.844
156,male,bba,0.8,0.8,1.0,1.0,0.5,1.0,1.0,1.0,82.6,0.76592,76.592
157,male,bba,0.2,0.2,1.0,0.7,0.5,0.1,0.5,0.0,38.8,0.23952,23.952
158,other,b.tech,0.2,1.0,0.0,1.0,0.5,0.5,1.0,1.0,56.9,0.42365,42.365
159,female,bba,0.8,0.2,1.0,0.7,0.0,0.0,0.5,0.5,45.7,0.56541,56.541
160,other,b.tech,1.0,0.2,1.0,0.2,0.5,0.1,1.0,0.5,92.0,0.6870700000000001,68.70700000000001
161,female,b.com,0.5,0.2,1.0,1.0,0.0,0.5,0.0,0.5,32.1,0.42068000000000005,42.068000000000005
162,female,bca,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.0,100.0,0.8848,88.48
163,other,diploma,0.2,0.5,1.0,0.7,1.0,0.1,0.5,1.0,40.8,0.31919000000000003,31.919000000000004
164,male,bba,0.5,0.5,1.0,0.7,1.0,0.5,1.0,0.0,69.5,0.51268,51.268
165,female,b.sc,0.2,0.5,1.0,0.7,0.0,0.5,1.0,0.5,39.0,0.30413,30.413
166,male,bba,0.5,0.2,0.0,0.7,0.5,0.0,0.5,1.0,23.5,0.41446000000000005,41.446000000000005
167,male,b.tech,0.2,0.2,1.0,0.5,0.0,0.1,0.0,1.0,19.599,0.20214000000000001,20.214000000000002
168,other,b.sc,0.2,0.2,0.0,0.7,1.0,0.0,1.0,1.0,46.0,0.27781000000000006,27.781000000000006
169,male,b.tech,0.8,0.5,1.0,0.7,0.0,0.0,0.5,0.5,67.9,0.61188,61.187999999999995
170,female,diploma,0.8,0.2,1.0,0.7,0.0,0.2,1.0,0.5,54.0,0.58943,58.943
171,female,b.com,0.2,0.5,1.0,1.0,1.0,0.0,0.5,0.5,53.5,0.32895,32.895
172,other,ba,1.0,0.5,1.0,1.0,0.5,0.0,0.5,1.0,77.8,0.77445,77.445
173,female,bca,0.8,0.5,1.0,0.5,0.0,1.0,0.5,0.5,68.1,0.6434000000000001,64.34
174,other,diploma,0.5,1.0,0.0,1.0,0.0,1.0,0.5,0.5,49.0,0.57675,57.675
175,other,diploma,0.5,0.2,1.0,1.0,0.5,1.0,1.0,0.5,52.2,0.49423,49.423
176,other,b.sc,0.5,0.5,1.0,0.2,1.0,0.2,1.0,0.5,55.4,0.4713,47.13
177,other,b.com,1.0,0.2,1.0,0.7,0.0,0.1,1.0,1.0,69.4,0.70612,70.612
178,male,b.com,0.5,1.0,1.0,0.7,1.0,0.0,0.0,0.5,80.7,0.5436799999999999,54.367999999999995
179,male,bca,0.2,1.0,1.0,0.7,0.0,0.2,0.5,0.5,32.0,0.35305000000000003,35.305
180,female,b.com,0.2,0.2,1.0,0.5,1.0,0.0,1.0,0.5,34.3,0.26353,26.352999999999998
181,female,b.sc,0.5,0.2,1.0,0.2,0.5,0.2,0.5,0.5,35.4,0.38883,38.883
182,other,bca,0.5,0.2,1.0,0.7,1.0,0.0,0.5,1.0,57.8,0.44086000000000003,44.086000000000006
183,other,ba,0.8,0.2,1.0,0.5,0.5,0.1,0.0,1.0,50.4,0.5684400000000001,56.84400000000001
184,male,bca,1.0,0.2,1.0,1.0,0.5,1.0,1.0,0.5,87.2,0.78198,78.19800000000001
185,male,b.com,0.5,0.2,1.0,1.0,0.5,1.0,0.0,0.0,56.6,0.45813000000000004,45.813
186,male,ba,0.5,0.2,1.0,1.0,1.0,0.1,1.0,0.5,91.6,0.47464,47.464
187,female,b.tech,0.2,0.2,1.0,1.0,0.0,0.2,0.5,1.0,23.7,0.25560000000000005,25.560000000000006
188,female,b.tech,0.5,0.5,1.0,0.2,0.5,0.0,0.0,0.0,56.5,0.40518,40.518
189,male,b.tech,0.8,0.2,1.0,0.5,0.5,0.2,0.0,1.0,76.1,0.5729500000000001,57.29500000000001
190,other,b.sc,1.0,0.5,1.0,0.7,0.0,0.1,0.5,1.0,73.1,0.73759,73.759
191,male,b.com,0.8,1.0,1.0,1.0,0.0,0.0,0.5,0.5,74.8,0.7097,70.97
192,female,b.tech,0.2,0.5,1.0,0.5,1.0,0.0,0.5,1.0,21.4,0.3011,30.11
193,other,b.sc,1.0,0.2,1.0,0.2,0.0,0.5,1.0,0.5,69.5,0.6841100000000001,68.41100000000002
194,male,bca,1.0,1.0,1.0,0.5,0.0,1.0,0.0,1.0,90.0,0.8270500000000001,82.70500000000001
195,other,bca,0.2,0.2,1.0,0.5,1.0,0.5,0.5,1.0,44.3,0.27718000000000004,27.718000000000004
196,other,b.com,1.0,0.2,1.0,1.0,0.0,0.2,0.0,0.5,66.6,0.6949,69.49
197,other,diploma,0.8,0.8,1.0,0.7,0.5,0.1,1.0,1.0,83.5,0.70496,70.49600000000001
198,male,b.tech,1.0,0.2,0.0,0.2,0.5,0.0,1.0,1.0,70.9,0.6832600000000001,68.32600000000001
199,female,b.tech,0.5,0.5,1.0,0.7,1.0,0.5,0.0,1.0,67.9,0.49488000000000004,49.48800000000001
200,male,b.com,0.2,0.8,1.0,0.2,0.0,0.1,0.5,0.0,44.7,0.27751000000000003,27.751000000000005
201,female,b.sc,1.0,0.5,1.0,0.7,0.0,0.5,1.0,0.5,84.0,0.76453,76.453
202,other,b.tech,0.5,0.8,1.0,0.2,0.5,1.0,0.5,1.0,73.0,0.52395,52.395
203,other,bca,1.0,0.5,0.0,0.5,0.0,0.0,0.5,0.5,65.0,0.7080000000000001,70.80000000000001
204,other,diploma,0.2,0.2,1.0,0.2,1.0,1.0,0.0,0.5,31.4,0.25826,25.826
205,female,b.sc,0.5,0.5,1.0,1.0,0.5,0.2,0.0,0.5,48.5,0.47462000000000004,47.462
206,other,b.com,0.8,0.5,1.0,0.7,0.5,1.0,1.0,0.5,78.6,0.69298,69.298
207,other,bca,0.8,0.8,1.0,1.0,0.5,0.5,1.0,0.5,90.9,0.73727,73.727
208,other,diploma,0.5,0.8,0.0,0.7,0.0,0.2,0.0,0.5,39.6,0.4743200000000001,47.43200000000001
209,other,b.com,0.8,0.2,1.0,0.2,1.0,1.0,0.0,1.0,66.5,0.6096600000000001,60.96600000000001
210,female,bba,0.8,1.0,1.0,0.5,0.5,0.2,0.0,0.0,83.1,0.6846700000000001,68.46700000000001
211,male,b.tech,0.8,0.2,1.0,0.5,0.5,0.1,0.0,0.5,40.2,0.5623400000000001,56.23400000000001
212,male,ba,0.5,1.0,1.0,0.5,0.5,1.0,0.0,1.0,57.6,0.5603,56.03
213,other,diploma,0.8,0.2,1.0,1.0,0.5,0.1,0.5,0.5,51.5,0.61129,61.129
214,male,ba,0.8,0.8,0.0,1.0,1.0,0.0,1.0,1.0,92.2,0.7364200000000001,73.64200000000001
215,male,bba,1.0,0.8,1.0,0.5,0.0,0.5,1.0,0.5,72.7,0.7974200000000001,79.74200000000002
216,other,bba,0.8,0.8,1.0,0.5,0.0,0.5,0.5,0.5,69.9,0.6673200000000001,66.73200000000001
217,female,bba,0.5,0.8,1.0,0.2,1.0,0.2,0.0,0.5,62.6,0.48777000000000004,48.777
218,other,bba,0.2,0.8,1.0,0.5,0.5,0.0,0.0,1.0,27.7,0.31157,31.157
219,male,diploma,0.2,0.8,1.0,1.0,0.5,0.0,0.0,0.0,55.9,0.33332000000000006,33.33200000000001
220,female,b.tech,0.5,1.0,1.0,1.0,0.5,0.5,1.0,0.5,57.2,0.5956,59.56
221,female,diploma,0.8,0.2,1.0,0.5,1.0,0.5,1.0,1.0,69.9,0.63748,63.748000000000005
222,female,diploma,1.0,0.5,1.0,0.7,0.5,0.5,0.5,0.0,84.6,0.76443,76.44300000000001
223,female,diploma,1.0,0.8,1.0,1.0,0.5,1.0,0.0,0.5,100.0,0.84492,84.492
224,male,b.com,0.8,0.2,1.0,0.5,1.0,0.5,0.0,0.5,61.6,0.6013800000000001,60.13800000000001
225,other,bba,0.8,0.2,1.0,0.2,0.5,1.0,1.0,0.5,59.6,0.6125600000000001,61.25600000000001
226,male,b.com,0.8,0.2,1.0,0.5,0.0,0.5,0.0,0.0,37.9,0.5532800000000001,55.32800000000001
227,female,bca,0.5,0.2,1.0,1.0,0.0,0.5,0.5,0.5,40.8,0.43568,43.568
228,other,b.com,0.8,0.8,1.0,0.5,0.0,0.1,1.0,0.0,73.6,0.6581800000000001,65.81800000000001
229,female,b.com,0.5,0.8,1.0,0.5,0.0,0.2,1.0,0.0,52.1,0.49004000000000003,49.004000000000005
230,male,bba,0.5,0.2,1.0,0.7,0.5,0.2,1.0,1.0,65.9,0.44388000000000005,44.388000000000005
231,male,b.tech,1.0,0.5,1.0,0.7,1.0,1.0,1.0,0.0,100.0,0.8229799999999999,82.29799999999999
232,female,b.com,0.8,0.2,1.0,1.0,1.0,0.2,0.5,1.0,70.6,0.6429,64.29
233,female,b.sc,0.2,1.0,1.0,0.7,0.0,0.2,1.0,0.5,61.6,0.36805000000000004,36.80500000000001
234,other,b.com,0.8,0.8,0.0,0.5,0.5,0.5,1.0,0.0,74.8,0.6918200000000001,69.18200000000002
235,male,ba,1.0,0.2,0.0,0.7,1.0,0.1,0.0,0.5,68.6,0.70662,70.662
236,female,b.tech,0.2,0.2,1.0,0.7,0.5,0.2,0.0,0.5,57.4,0.23513,23.513
237,male,diploma,1.0,1.0,1.0,0.7,0.5,1.0,0.5,1.0,95.5,0.87663,87.663
238,female,b.com,1.0,0.5,1.0,1.0,0.0,0.0,0.5,0.5,89.0,0.74735,74.735
239,female,b.com,0.8,0.5,1.0,0.7,0.0,1.0,0.0,1.0,72.6,0.64808,64.80799999999999
240,male,b.sc,0.5,0.8,1.0,0.2,1.0,0.0,1.0,0.0,44.3,0.50265,50.265
241,male,diploma,0.2,0.5,0.0,0.5,0.0,1.0,0.0,1.0,19.599,0.2838,28.38
242,male,bca,0.2,1.0,1.0,0.7,0.5,0.5,1.0,0.5,61.2,0.40258,40.258
243,female,ba,0.5,1.0,1.0,0.5,0.0,0.5,1.0,1.0,54.6,0.5467500000000001,54.675000000000004
244,male,b.com,1.0,0.2,1.0,0.5,1.0,1.0,1.0,0.5,95.6,0.76903,76.903
